date,content,reply_count,retweet_count,like_count,quote_count,hashtags,emojis
2022-02-14,RT @adage: Coinbase's #SuperBowl ad was created by Accenture Interactive.,0,28,0,0,['SuperBowl'],
2022-02-14,"Thanks to avatars in the #metaverse, individuals will have more control over how they present themselves. What will this mean for businesses? Find out in our #FjordTrends report. https://t.co/EA3iVuyvA3 https://t.co/pPeHhPMzxO",0,4,29,0,"['metaverse', 'FjordTrends']",
2022-02-11,What happened when the wish granters had a dream of their own? We delivered a complete #DigitalTransformation to help them help others. https://t.co/N0IQCKqrsG,1,2,16,0,['DigitalTransformation'],
2022-02-11,"Our relationships with the planet 🌍, technology📱, brands 🏢 and each other 🤝 are shifting. #FjordTrends 2022 examines what's happening now—and what's next: https://t.co/M4eVfpSRid https://t.co/dLe9s3pokP",0,3,16,0,['FjordTrends'],🌍📱🏢🤝
2022-02-10,Only 45% of CEOs feel they're taking the necessary actions to make their companies truly sustainable—and truly competitive. Learn how to embrace “Sustainability DNA” on our #BuiltForChange podcast: https://t.co/otr77FpnKU https://t.co/BqUJopTs6c,0,5,17,0,['BuiltForChange'],
2022-02-10,"Nothing gets past Ebun, our Europe-based #cybersecurity expert. Want to help keep companies safe like Ebun? Explore our careers from A to Z. https://t.co/dWyclMWK7x #CareersAZ https://t.co/cYMgwoPcqK",0,3,16,0,"['cybersecurity', 'CareersAZ']",
2022-02-09,"Affordability ⚖️ Sustainability

Innovation will need to account for customers' changing needs. Here's how the end of abundance thinking will change how companies design products: https://t.co/gadVlvmbJw #FjordTrends https://t.co/tHHH8kf5px",0,1,9,0,['FjordTrends'],⚖
2022-02-09,"RT @MWCHub: As MWC Barcelona's Industry City Knowledge Partner, @Accenture is helping industries reimagine the future of #connectivity and…",0,7,0,0,['connectivity'],
2022-02-09,"As #MWC22's exclusive Industry City Knowledge Partner, we’re bringing direct insights on enabling the power of #5G 📶 for industries across key verticals like #mobility, #manufacturing and #fintech. 

See what we’re up to in Barcelona! https://t.co/2Z26LdoY6v https://t.co/IMR7W1Lznq",0,3,24,0,"['MWC22', '5G', 'mobility', 'manufacturing', 'fintech']",📶
2022-02-08,64% of a person’s potential at work is tied to having six key needs met. Episode 3 of our podcast #BuiltForChange 🎧 explains what those needs are and makes powerful business case for care and compassion at work: https://t.co/dpX1vpTp6N #BuiltForChange https://t.co/Eu4M3W0orm,0,5,24,1,"['BuiltForChange', 'BuiltForChange']",🎧
2022-02-08,"One day more being fully operational can make all the difference to your bottom line. 

Read about the Cyber Champions who stop more attacks and fix breaches faster. https://t.co/MKMELwOW9G #Cybersecurity https://t.co/i2fdSoqcw1",0,3,22,1,['Cybersecurity'],
2022-02-08,"✅ Helping build sustainable futures.
✅ Elevating &amp; evolving experiences.
✅ Embracing change all around us. 

That's 360˚ Value. https://t.co/jiSzwab6g9 #LetThereBeChange https://t.co/Zob2nua624",0,3,16,1,['LetThereBeChange'],✅✅✅
2022-02-07,"RT @CVSHealth: Watch the next #LGBTQ+ #HealthEquity Speaker Series with @Accenture now! Experts from CVS Health, Accenture, @HHS_ASH and @G…",0,9,0,0,"['LGBTQ', 'HealthEquity']",
2022-02-07,What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://t.co/4jMOX8Bphb https://t.co/4jMOX8Bphb,0,2,15,1,['cloud'],
2022-02-04,"Nothing gets past Ebun, our Europe-based #cybersecurity expert. Want to help keep companies safe like Ebun? Explore our careers from A to Z. https://t.co/beWOlgz40i #CareersAZ https://t.co/U4H5A89hXQ",0,2,7,0,"['cybersecurity', 'CareersAZ']",
2022-02-04,What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://t.co/tuX9FZuYhe https://t.co/tuX9FZuYhe,0,2,12,0,['cloud'],
2022-02-03,"By better managing people’s everyday work experiences, leaders can go beyond inclusion and make every person feel like they truly belong. Here’s how. #BetterToBelong https://t.co/TXOvgiOmN8 https://t.co/aHuOer7HYZ",1,7,26,0,['BetterToBelong'],
2022-02-03,"🧍🏿‍♀️👩🏽‍🦯🧍🏼👨🏻‍🦼🧍🏽‍♂️👨🏿‍🦽🧍🏻‍♀️ There are more than 1 billion people in the world with disabilities, which makes more than 1 billion reasons for building a more inclusive, accessible workplace—and world: https://t.co/3jm9orkW1B  #LetThereBeChange https://t.co/M6yHTlEo5y",0,6,20,0,['LetThereBeChange'],🧍🏿♀👩🏽🦯🧍🏼👨🏻🦼🧍🏽♂👨🏿🦽🧍🏻♀
2022-02-03,"As #MWC22's exclusive Industry City Knowledge Partner, we’re excited to showcase our cross-service, partner-powered integrated solutions to an industry beset with disruption and opportunity. See what we’re up to: https://t.co/iEMk1BdIkJ https://t.co/Kn9Ur0LEpl",0,3,14,0,['MWC22'],
2022-02-03,Over half of the world’s population live in cities that produce over 70% of carbon emissions- find out how cities are the front line in lowering our global carbon emissions: https://t.co/M51OW18nio #wef https://t.co/FleNf3vDoN,0,3,16,0,['wef'],
2022-02-02,"Most companies score just 52 out of 100 on our index for stakeholder-centric behaviors and practices. 
Find out how yours measures up: https://t.co/NnwKxbFNDU #Sustainability https://t.co/QzcY0FLkCM",0,2,14,1,['Sustainability'],
2022-02-02,"✅ Helping build sustainable futures.
✅ Elevating &amp; evolving experiences.
✅ Embracing change all around us. 

That's 360˚ Value. https://t.co/OH9hv28ERd #LetThereBeChange https://t.co/9XN8FQ0DB8",0,1,14,0,['LetThereBeChange'],✅✅✅
2022-02-02,"💚🌍♻️ How can you embed #sustainability and social responsibility into the fabric of your organization?

Here's how to go from having good intentions to delivering on them: https://t.co/dFh6gJipso #BusinessFutures2021 https://t.co/EKLui8wzQA",0,1,10,0,"['sustainability', 'BusinessFutures2021']",💚🌍♻
2022-02-02,"Thank you to our people around the globe who work every day to make a world of difference. Together, we celebrate our 20th consecutive year on the @FortuneMagazine World's Most Admired Companies list: https://t.co/weaFfo3QJK #LetThereBeChange #MostAdmiredCos https://t.co/FrYGdVlVcP",0,7,34,1,"['LetThereBeChange', 'MostAdmiredCos']",
2022-02-01,"Ever wonder what it’s like to work with 600,000 brilliant minds under one roof? Experience real career stories from our people. https://t.co/BU1nHvJfdT #CareersAZ https://t.co/VbXTtjFHOY",1,7,20,0,['CareersAZ'],
2022-02-01,"‍💼 Employees 
🤝 Investors
🛒 Consumers 
🏢 Executives 
🧑 Citizens

Do your stakeholders trust the #sustainability promises your company is making? See how your organization can reduce consensus gaps. https://t.co/Rxg6UazdCc https://t.co/L4kmwlaP9T",1,1,13,1,['sustainability'],💼🤝🛒🏢🧑
2022-02-01,"If you want better #Cybersecurity outcomes, find out what it takes to be a Cyber Champion. Read the latest annual report. https://t.co/BK7voiIQyh #CyberResilience https://t.co/R9lVDrOynU",1,5,25,0,"['Cybersecurity', 'CyberResilience']",
2022-01-31,"In Norway, one innovative waste management company is breaking down plastic using enzymes, sorting papers with sensors—and revolutionizing recycling. The full story is in our podcast #BuiltForChange: https://t.co/7vWs5fIySr https://t.co/t3drynFNPL",0,5,23,2,['BuiltForChange'],
2022-01-31,"From selling clothes on Depop to building Substack audiences, people are using technology to build financial freedom and expand their agency. Here's why this matters for brands: https://t.co/OAkBCEEAV9 #FjordTrends https://t.co/AXgXKOEi4r",0,6,34,1,['FjordTrends'],
2022-01-28,Our new report reveals 4 key tenets Continuum Competitors share to unleash competitiveness on the #cloud: https://t.co/QEVkqu1eJ0 https://t.co/r4MTxhE4n0,0,0,10,1,['cloud'],
2022-01-28,"✨ Our 15th annual #FjordTrends report is out now ✨ Discover how the shifts in our relationships with technology, brands and the planet are changing—and what it means for our futures: https://t.co/rzAymMCMF3 https://t.co/gh8lbm6USN",0,2,17,3,['FjordTrends'],✨✨
2022-01-27,We’re honored to receive a perfect score on @HRC’s Corporate Equality Index and be named a 2022 Best Place to Work for LGBTQ+ Equality. Thank you to our people helping us foster an inclusive culture where everyone can thrive. https://t.co/6oujFHpDDM #PrideAtAccenture #CEI2022 https://t.co/0TEyc6mNju,0,8,34,2,"['PrideAtAccenture', 'CEI2022']",
2022-01-27,Belonging isn't just a box that can be checked off. See how to better support your people during moments that matter and everyday work experiences. #BetterToBelong https://t.co/OhWnhjM5jj https://t.co/jDfkKkk7sI,0,1,7,1,['BetterToBelong'],
2022-01-27,"Ever wonder what it’s like to work with 600,000 brilliant minds under one roof? Experience real career stories from our people. https://t.co/tMvK5PdkBE #CareersAZ https://t.co/x1AC2RCNbQ",0,1,22,0,['CareersAZ'],
2022-01-26,See opportunities and create value. Explore careers with us: https://t.co/awmDsYdmDJ #LetThereBeChange https://t.co/0R2B1uchWF,0,0,14,1,['LetThereBeChange'],
2022-01-25,"❇️ Supply unbounded
❇️ Sustainable purpose
❇️ Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://t.co/9pijOpcuJH https://t.co/X68O9v7Ohc",0,1,10,0,['BusinessFutures2021'],❇❇❇
2022-01-25,"In Norway, one innovative waste management company is breaking down plastic using enzymes, sorting papers with sensors—and revolutionizing recycling. The full story is in our podcast #BuiltForChange: https://t.co/gYHqNsbFI8 https://t.co/zwNsuk8i5O",0,4,23,0,['BuiltForChange'],
2022-01-25,"RT @MWCHub: We are very excited to introduce the newest feature to #MWC22, Industry City! 

This zone will showcase how the FinTech, Manufa…",0,3,0,0,['MWC22'],
2022-01-25,RT @theinnovator: Learn how to to scale #intelligentautomation across the enterprise and generate top line growth. Read The Innovator's int…,0,12,0,0,['intelligentautomation'],
2022-01-24,Investor and capital influence on #sustainability goals risen sharply over the past five years. In our new report with United Nations @GlobalCompact CEOs say business can provide the solutions required for the world to tackle climate change. https://t.co/K8QQBuxAVU https://t.co/MQ1SJDbHWt,0,1,17,0,['sustainability'],
2022-01-24,"Some will watch the world change. 👀
Some will lead it. 💪

#TechVision2021: Leaders wanted. https://t.co/AGijkhbw81 https://t.co/ZgCHUmKACr",1,3,27,1,['TechVision2021'],👀💪
2022-01-21,"Meet Dr. Isi—a testimony that you, too, can architect your future in tech at Accenture. Read on to see how you can work like Dr. Isi: https://t.co/7b41VTbSWP #CareersAZ https://t.co/t7YSaJwJjK",0,0,8,1,['CareersAZ'],
2022-01-20,"RT @wef: .@JulieSweet (@Accenture) explains how competitiveness can generate momentum in achieving goals.

Watch #DavosAgenda here: https:/…",0,5,0,0,['DavosAgenda'],
2022-01-20,"Organizations with a focus on #sustainability are more likely to deliver financial value and a lasting positive impact on society and the environment, but most companies need to strengthen their Sustainability DNA. Find out how yours measures up: https://t.co/qEjgMDh4iY https://t.co/sVA6nJPZn9",0,3,12,0,['sustainability'],
2022-01-20,Did you know? Businesses that translate #ESG metrics into KPIs are more likely to see greater shareholder returns. See how to monitor and advance your progress to sustainable performance. https://t.co/2hnScvKTiy https://t.co/2hnScvKTiy,1,4,17,0,['ESG'],
2022-01-20,"✅ Helping build sustainable futures.
✅ Elevating &amp; evolving experiences.
✅ Embracing change all around us. 

That's 360˚ Value. https://t.co/6dgNMWuof4 #LetThereBeChange https://t.co/XwPRg0R9Z2",0,2,11,0,['LetThereBeChange'],✅✅✅
2022-01-19,"❇️ Supply unbounded
❇️ Sustainable purpose
❇️ Real virtualities

Are these Signals of business change on your radar? Learn more about them and discover other trends driving business change in our #BusinessFutures2021 report: https://t.co/QknIPxGu7x https://t.co/TnRMvHgZry",0,1,15,0,['BusinessFutures2021'],❇❇❇
2022-01-19,Can data-led drug discovery deliver breakthroughs that don’t break the bank? Learn more on our #BuiltForChange podcast 🎧 : https://t.co/66smLtGPKk https://t.co/HzE7ttD4Dz,0,0,22,0,['BuiltForChange'],🎧
2022-01-18,See opportunities and create value. Explore careers with us: https://t.co/SjNoSGc4S5 #LetThereBeChange https://t.co/ChJkymQ6sB,1,3,13,0,['LetThereBeChange'],
2022-01-18,"Join our @JulieSweet as she joins @WEF to discuss how we’re transitioning to a new type of capitalism that serves prosperity creation, people and planet. Register for free here: https://t.co/FnVsxqcGDM #davosagenda #ESG",0,17,48,1,"['davosagenda', 'ESG']",
2022-01-18,"Is your company cultivating a culture of innovation?
 
Apply for the 4th annual #BestWorkplaces for Innovators awards, created in partnership with @FastCompany, and tell us how innovators thrive in your organization. More info here: https://t.co/cm5zUtln05",0,3,26,0,['BestWorkplaces'],
2022-01-18,#FjordTrends 2022 is here: https://t.co/O4soxYGFvL https://t.co/Vd2QX6aYWq,0,4,19,1,['FjordTrends'],
2022-01-17,What’s beyond #cloud migration? A continuum of opportunities and innovation. Learn more: https://t.co/x2NiBcFBpB https://t.co/x2NiBcFBpB,0,2,14,2,['cloud'],
